1.000000000000000000e+00 0.000000000000000000e+00 8.730622592764514893e-08
2.000000000000000000e+00 0.000000000000000000e+00 8.725475332850462926e-08
3.000000000000000000e+00 0.000000000000000000e+00 8.720838572264524847e-08
4.000000000000000000e+00 0.000000000000000000e+00 8.716682996002001281e-08
5.000000000000000000e+00 0.000000000000000000e+00 8.712979184222775206e-08
6.000000000000000000e+00 0.000000000000000000e+00 8.709697608930140772e-08
7.000000000000000000e+00 0.000000000000000000e+00 8.706808630677704632e-08
8.000000000000000000e+00 0.000000000000000000e+00 8.704282495079684317e-08
9.000000000000000000e+00 0.000000000000000000e+00 8.702089329704977388e-08
1.000000000000000000e+01 0.000000000000000000e+00 8.700199140968615364e-08
1.100000000000000000e+01 0.000000000000000000e+00 8.698581811194593603e-08
1.200000000000000000e+01 0.000000000000000000e+00 8.697207095974019213e-08
1.300000000000000000e+01 0.000000000000000000e+00 8.696044621685046228e-08
1.400000000000000000e+01 0.000000000000000000e+00 8.695063883303192205e-08
1.500000000000000000e+01 0.000000000000000000e+00 8.694234242390259665e-08
1.600000000000000000e+01 0.000000000000000000e+00 8.693651340229438057e-08
1.700000000000000000e+01 0.000000000000000000e+00 8.693423899436806092e-08
1.800000000000000000e+01 0.000000000000000000e+00 8.693281132611967974e-08
1.900000000000000000e+01 0.000000000000000000e+00 8.693208792516569997e-08
2.000000000000000000e+01 0.000000000000000000e+00 8.693201101865396905e-08
2.100000000000000000e+01 0.000000000000000000e+00 8.693252256951455464e-08
2.200000000000000000e+01 0.000000000000000000e+00 8.693356427460144694e-08
2.300000000000000000e+01 0.000000000000000000e+00 8.693538914052923666e-08
2.400000000000000000e+01 0.000000000000000000e+00 8.693868410986378672e-08
2.500000000000000000e+01 0.000000000000000000e+00 8.694239150926925621e-08
2.600000000000000000e+01 0.000000000000000000e+00 8.694641345426979722e-08
2.700000000000000000e+01 0.000000000000000000e+00 8.695074782666825451e-08
2.800000000000000000e+01 0.000000000000000000e+00 8.695539249669117942e-08
2.900000000000000000e+01 0.000000000000000000e+00 8.696034532184967647e-08
3.000000000000000000e+01 0.000000000000000000e+00 8.696560414836012903e-08
3.100000000000000000e+01 0.000000000000000000e+00 8.697116681025005019e-08
3.200000000000000000e+01 0.000000000000000000e+00 8.697703112902953985e-08
3.300000000000000000e+01 0.000000000000000000e+00 8.698319491501662659e-08
3.400000000000000000e+01 0.000000000000000000e+00 8.698965596580981578e-08
