1.000000000000000000e+02 0.000000000000000000e+00 8.635081869472840796e-08
2.000000000000000000e+02 0.000000000000000000e+00 8.860346532115748719e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.111045852156094126e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.392763262742439011e-08
5.000000000000000000e+02 0.000000000000000000e+00 9.679036208712859960e-08
6.000000000000000000e+02 0.000000000000000000e+00 9.989417360420935349e-08
7.000000000000000000e+02 1.000000000000000000e+00 4.423497621447791812e-11
8.000000000000000000e+02 1.000000000000000000e+00 4.753257459386706596e-11
9.000000000000000000e+02 1.000000000000000000e+00 5.121844432282795102e-11
1.000000000000000000e+03 1.000000000000000000e+00 5.535649580313119835e-11
1.100000000000000000e+03 1.000000000000000000e+00 5.924496566418817270e-11
1.200000000000000000e+03 1.000000000000000000e+00 6.517446282850296102e-11
1.300000000000000000e+03 1.000000000000000000e+00 7.118561798614315339e-11
1.400000000000000000e+03 1.000000000000000000e+00 7.818849054980151512e-11
1.500000000000000000e+03 1.000000000000000000e+00 8.463869021217664592e-11
1.600000000000000000e+03 1.000000000000000000e+00 5.058640624096032222e-10
1.700000000000000000e+03 2.000000000000000000e+00 1.243313093790038989e-08
1.800000000000000000e+03 1.000000000000000000e+00 1.042991816811512982e-09
1.900000000000000000e+03 1.000000000000000000e+00 9.498348593597665022e-10
2.000000000000000000e+03 1.000000000000000000e+00 1.288193509602305465e-10
2.100000000000000000e+03 1.000000000000000000e+00 5.629239699947937872e-09
2.130000000000000000e+03 9.900000000000000000e+01 2.786773796583683765e-03
