1.000000000000000000e+02 0.000000000000000000e+00 9.063871172114890154e-08
2.000000000000000000e+02 0.000000000000000000e+00 9.276085586164845712e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.543084842929732183e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.836834230172416804e-08
5.000000000000000000e+02 1.000000000000000000e+00 1.490834102907684945e-10
6.000000000000000000e+02 1.000000000000000000e+00 1.625075455616670493e-10
7.000000000000000000e+02 1.000000000000000000e+00 2.249591931604031420e-09
8.000000000000000000e+02 1.000000000000000000e+00 2.955610063946259862e-10
9.000000000000000000e+02 1.000000000000000000e+00 3.090020373026282395e-10
1.000000000000000000e+03 1.000000000000000000e+00 3.299052260613857178e-10
1.100000000000000000e+03 1.000000000000000000e+00 5.365379395910144169e-10
1.200000000000000000e+03 1.000000000000000000e+00 1.168581595778920376e-08
1.300000000000000000e+03 1.000000000000000000e+00 7.366251816811252771e-10
1.400000000000000000e+03 1.000000000000000000e+00 1.735772409779260109e-09
1.489000000000000000e+03 9.900000000000000000e+01 2.870456029750049175e-03
