1.000000000000000000e+02 0.000000000000000000e+00 8.777890474426241716e-08
2.000000000000000000e+02 0.000000000000000000e+00 9.013320573312420102e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.275589903496809206e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.558459879914921143e-08
5.000000000000000000e+02 0.000000000000000000e+00 9.862557604878717508e-08
6.000000000000000000e+02 1.000000000000000000e+00 4.303968794400095336e-11
7.000000000000000000e+02 1.000000000000000000e+00 4.619089468845799387e-11
8.000000000000000000e+02 1.000000000000000000e+00 4.971513125997772674e-11
9.000000000000000000e+02 1.000000000000000000e+00 5.366798582764165644e-11
1.000000000000000000e+03 1.000000000000000000e+00 5.834349132158684013e-11
1.100000000000000000e+03 1.000000000000000000e+00 6.305268644111739487e-11
1.200000000000000000e+03 1.000000000000000000e+00 6.879731186354489680e-11
1.300000000000000000e+03 1.000000000000000000e+00 3.240598600266210632e-10
1.400000000000000000e+03 1.000000000000000000e+00 8.144580650492984770e-11
1.500000000000000000e+03 1.000000000000000000e+00 1.523441767046248295e-10
1.600000000000000000e+03 1.000000000000000000e+00 2.089860847301253738e-10
1.700000000000000000e+03 1.000000000000000000e+00 3.206923010537829312e-10
1.800000000000000000e+03 1.000000000000000000e+00 7.418662585051247084e-10
1.900000000000000000e+03 1.000000000000000000e+00 4.344794815636588988e-10
2.000000000000000000e+03 1.000000000000000000e+00 4.441626395826745271e-10
2.100000000000000000e+03 1.000000000000000000e+00 3.315081312772520854e-10
2.136000000000000000e+03 9.900000000000000000e+01 2.281317617994975226e-03
