1.000000000000000000e+02 0.000000000000000000e+00 9.071274699199409123e-08
2.000000000000000000e+02 0.000000000000000000e+00 9.269269702513350004e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.515712606682853395e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.801812226456116279e-08
5.000000000000000000e+02 1.000000000000000000e+00 4.234701122010707523e-11
6.000000000000000000e+02 1.000000000000000000e+00 4.524043965981459211e-11
7.000000000000000000e+02 1.000000000000000000e+00 4.871699481954387827e-11
8.000000000000000000e+02 1.000000000000000000e+00 5.253345733270842814e-11
9.000000000000000000e+02 1.000000000000000000e+00 5.681114731870131487e-11
1.000000000000000000e+03 1.000000000000000000e+00 2.532815785231204413e-10
1.100000000000000000e+03 1.000000000000000000e+00 1.165027139445586885e-08
1.200000000000000000e+03 1.000000000000000000e+00 2.821923699883705594e-10
1.300000000000000000e+03 1.000000000000000000e+00 2.954586749372243562e-10
1.400000000000000000e+03 1.000000000000000000e+00 3.104972851477245478e-10
1.500000000000000000e+03 1.000000000000000000e+00 3.278297194549944115e-10
1.600000000000000000e+03 1.000000000000000000e+00 3.580729753044478076e-10
1.700000000000000000e+03 1.000000000000000000e+00 2.556334902433792746e-09
1.800000000000000000e+03 1.000000000000000000e+00 1.677925812974083238e-10
1.900000000000000000e+03 1.000000000000000000e+00 5.989642655645330276e-10
2.000000000000000000e+03 1.000000000000000000e+00 7.848127209544162114e-10
2.100000000000000000e+03 3.000000000000000000e+00 5.756035102382633202e-08
2.200000000000000000e+03 3.000000000000000000e+00 4.153075758378610718e-08
2.282000000000000000e+03 9.900000000000000000e+01 3.202372014196323141e-03
