1.000000000000000000e+02 0.000000000000000000e+00 8.925084690511616050e-08
2.000000000000000000e+02 0.000000000000000000e+00 9.121865409497623602e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.375068947052852306e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.654695997598403320e-08
5.000000000000000000e+02 0.000000000000000000e+00 9.959812762102089327e-08
6.000000000000000000e+02 1.000000000000000000e+00 4.403067681671263995e-11
7.000000000000000000e+02 1.000000000000000000e+00 4.727715193956750387e-11
8.000000000000000000e+02 1.000000000000000000e+00 5.092236836783174158e-11
9.000000000000000000e+02 1.000000000000000000e+00 5.813588906475945076e-11
1.000000000000000000e+03 1.000000000000000000e+00 5.959844320140629678e-11
1.100000000000000000e+03 1.000000000000000000e+00 6.413756206143076119e-11
1.200000000000000000e+03 1.000000000000000000e+00 3.604579373226151794e-10
1.300000000000000000e+03 4.000000000000000000e+00 9.408524145893197909e-08
1.400000000000000000e+03 1.000000000000000000e+00 4.410699514943767321e-10
1.500000000000000000e+03 1.000000000000000000e+00 4.585426198912177241e-10
1.600000000000000000e+03 3.000000000000000000e+00 3.234318626737350054e-08
1.671000000000000000e+03 3.700000000000000000e+01 7.348889064657071717e-08
