1.000000000000000000e+02 0.000000000000000000e+00 8.860233616297810184e-08
2.000000000000000000e+02 0.000000000000000000e+00 9.076228542868585340e-08
3.000000000000000000e+02 0.000000000000000000e+00 9.329607323864761921e-08
4.000000000000000000e+02 0.000000000000000000e+00 9.614800490008702436e-08
5.000000000000000000e+02 0.000000000000000000e+00 9.938521130949081467e-08
6.000000000000000000e+02 1.000000000000000000e+00 8.061809152211959991e-11
7.000000000000000000e+02 1.000000000000000000e+00 1.706484756203580383e-10
8.000000000000000000e+02 1.000000000000000000e+00 2.200746286919925255e-10
9.000000000000000000e+02 1.000000000000000000e+00 2.053488506497074039e-09
1.000000000000000000e+03 1.000000000000000000e+00 1.808705010674502876e-10
1.100000000000000000e+03 1.000000000000000000e+00 3.619465949374800933e-10
1.200000000000000000e+03 1.000000000000000000e+00 4.150942875831884505e-10
1.300000000000000000e+03 1.000000000000000000e+00 9.110586602176114518e-10
1.400000000000000000e+03 1.000000000000000000e+00 2.539999147483974714e-09
1.500000000000000000e+03 1.000000000000000000e+00 3.810863195859782774e-09
1.600000000000000000e+03 7.000000000000000000e+00 5.132524305253912376e-08
1.649000000000000000e+03 2.800000000000000000e+01 9.193367289359689860e-08
